	index	score	token	token_str	sequence	sentence	model	dimension	pos_tag	rsv
18	18	0.0029781765770167112	11119	res	él es res.	él es [MASK].	Geotrend/bert-base-es-cased	male	NC	11
19	19	0.0029100722167640924	2541	él	él es él.	él es [MASK].	Geotrend/bert-base-es-cased	male	PP	10
20	20	0.002907796064391732	282	por	él es por.	él es [MASK].	Geotrend/bert-base-es-cased	male	SP	9
21	21	0.0028768449556082487	225	el	él es el.	él es [MASK].	Geotrend/bert-base-es-cased	male	DA	8
22	22	0.0028480507899075747	1408	bien	él es bien.	él es [MASK].	Geotrend/bert-base-es-cased	male	RG	7
23	23	0.002571562072262168	3211	dir	él es dir.	él es [MASK].	Geotrend/bert-base-es-cased	male	AQ	6
24	24	0.002518989611417055	710	##co	él esco.	él es [MASK].	Geotrend/bert-base-es-cased	male	NC	5
25	25	0.002516289707273245	1999	así	él es así.	él es [MASK].	Geotrend/bert-base-es-cased	male	RG	4
26	26	0.0025143239181488752	3997	libre	él es libre.	él es [MASK].	Geotrend/bert-base-es-cased	male	AQ	3
27	27	0.0022508783731609583	49	d	él es D.	él es [MASK].	Geotrend/bert-base-es-cased	male	NC	2
28	28	0.00225001759827137	25897	##lativo	él eslativo.	él es [MASK].	Geotrend/bert-base-es-cased	male	NC	1
0	0	0.040075771510601044	117	»	el chico es ».	el chico es [MASK].	Geotrend/bert-base-es-cased	male	AQ	29
1	1	0.012462962418794632	13900	buen	el chico es buen.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	AQ	28
2	2	0.011440878733992577	7378	decir	el chico es decir.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	VMN	27
3	3	0.009346245788037777	107	¡	el chico es ¡.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	Faa	26
4	4	0.007427811156958342	1408	bien	el chico es bien.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	RG	25
5	5	0.006772196386009455	13571	salud	el chico es salud.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	NC	24
6	6	0.006448718719184399	3003	alto	el chico es alto.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	AQ	23
7	7	0.005204092711210251	1696	popular	el chico es popular.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	AQ	22
8	8	0.005140494089573622	3341	simple	el chico es simple.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	AQ	21
9	9	0.004959996789693832	15029	##pec	el chico espec.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	AQ	20
10	10	0.004959724843502045	549	este	el chico es este.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	DD	19
11	11	0.00435471860691905	5264	vocal	el chico es vocal.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	AQ	18
12	12	0.004179776180535555	546	más	el chico es más.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	RG	17
13	13	0.003910258412361145	2578	poco	el chico es poco.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	PI	16
14	14	0.0035465925466269255	225	el	el chico es el.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	DA	15
15	15	0.0035183937288820744	21599	excelente	el chico es excelente.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	AQ	14
16	16	0.003435274586081505	23293	loco	el chico es loco.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	AQ	13
17	17	0.003352154279127717	220	un	el chico es un.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	DI	12
18	18	0.0032276806887239218	9104	contrario	el chico es contrario.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	AQ	11
19	19	0.0031700199469923973	11214	vino	el chico es vino.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	NC	10
20	20	0.003138222498819232	4338	conocido	el chico es conocido.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	AQ	9
21	21	0.003083627438172698	25640	frío	el chico es frío.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	AQ	8
22	22	0.0029933881014585495	9642	blanco	el chico es blanco.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	AQ	7
23	23	0.002955729141831398	49	d	el chico es D.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	AQ	6
24	24	0.0029411804862320423	710	##co	el chico esco.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	AQ	5
25	25	0.0027221585623919964	119	¿	el chico es ¿.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	Fia	4
26	26	0.002692224457859993	5081	puesto	el chico es puesto.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	AQ	3
27	27	0.002683088183403015	16647	cierto	el chico es cierto.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	AQ	2
28	28	0.002525098156183958	16716	duro	el chico es duro.	el chico es [MASK].	Geotrend/bert-base-es-cased	male	AQ	1
0	0	0.016086678951978683	1626	italiano	el padre es italiano.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	AQ	29
1	1	0.013254353776574135	117	»	el padre es ».	el padre es [MASK].	Geotrend/bert-base-es-cased	male	AQ	28
2	2	0.012368869036436081	100	x	el padre es x.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	NC	27
3	3	0.01216715294867754	1465	social	el padre es social.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	AQ	26
4	4	0.011060141026973724	10635	religioso	el padre es religioso.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	AQ	25
5	5	0.010133223608136177	5842	romano	el padre es romano.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	AQ	24
6	6	0.00864341389387846	11976	sacerdote	el padre es sacerdote.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	AQ	23
7	7	0.008241159841418266	11290	latín	el padre es latín.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	AQ	22
8	8	0.007685068063437939	5323	alemán	el padre es alemán.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	AQ	21
9	9	0.007379431277513504	12932	psoe	el padre es PSOE.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	AQ	20
10	10	0.007319145370274782	2901	español	el padre es español.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	AQ	19
11	11	0.0062848241068422794	1683	inglés	el padre es inglés.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	AQ	18
12	12	0.005806420464068651	21633	polaco	el padre es polaco.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	AQ	17
13	13	0.005404151510447264	22066	pobre	el padre es pobre.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	AQ	16
14	14	0.005246584303677082	6958	sr	el padre es Sr.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	NC	15
15	15	0.0049704271368682384	21724	católico	el padre es católico.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	AQ	14
16	16	0.004955764394253492	12129	católica	el padre es católica.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	AQ	13
17	17	0.004954920616000891	84	h	el padre es h.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	NC	12
18	18	0.004476128611713648	2219	padre	el padre es padre.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	NC	11
19	19	0.00422616908326745	1174	dr	el padre es Dr.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	NC	10
20	20	0.0038857306353747845	3881	político	el padre es político.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	AQ	9
21	21	0.0038229660131037235	3800	profesor	el padre es profesor.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	NC	8
22	22	0.003797017503529787	2400	actor	el padre es actor.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	NC	7
23	23	0.0037648379802703857	13386	portugués	el padre es portugués.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	AQ	6
24	24	0.0033303694799542427	92	p	el padre es p.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	NC	5
25	25	0.0032875649631023407	9134	médico	el padre es médico.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	AQ	4
26	26	0.003198504215106368	10405	periodista	el padre es periodista.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	NC	3
27	27	0.0030861336272209883	64	s	el padre es S.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	AQ	2
28	28	0.0030399279203265905	2251	oficial	el padre es oficial.	el padre es [MASK].	Geotrend/bert-base-es-cased	male	AQ	1
0	0	0.013920498080551624	1174	dr	el hermano es Dr.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	AQ	29
1	1	0.006473490968346596	64	s	el hermano es S.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	AQ	28
2	2	0.006063196808099747	92	p	el hermano es p.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	NC	27
3	3	0.0056196339428424835	48	c	el hermano es C.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	NC	26
4	4	0.00522096361964941	59	n	el hermano es N.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	AQ	25
5	5	0.005110887810587883	526	www	el hermano es www.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	AQ	24
6	6	0.005075638182461262	79	c	el hermano es c.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	AQ	23
7	7	0.0049447002820670605	10635	religioso	el hermano es religioso.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	AQ	22
8	8	0.004895977210253477	8428	futbolista	el hermano es futbolista.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	NC	21
9	9	0.004798730835318565	1465	social	el hermano es social.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	AQ	20
10	10	0.004750358406454325	100	x	el hermano es x.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	NC	19
11	11	0.0043680379167199135	117	»	el hermano es ».	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	AQ	18
12	12	0.004302026238292456	49	d	el hermano es D.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	AQ	17
13	13	0.004295784048736095	24236	rec	el hermano es Rec.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	AQ	16
14	14	0.004203320015221834	2400	actor	el hermano es actor.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	NC	15
15	15	0.004043183289468288	7018	prof	el hermano es prof.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	AQ	14
16	16	0.003943053539842367	84	h	el hermano es h.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	AQ	13
17	17	0.0037608989514410496	56	k	el hermano es K.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	AQ	12
18	18	0.0037367544136941433	90	n	el hermano es n.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	AQ	11
19	19	0.0037097737658768892	55	j	el hermano es J.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	AQ	10
20	20	0.0036305116955190897	263	al	el hermano es al.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	AQ	9
21	21	0.0032602313440293074	1799	social	el hermano es Social.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	AQ	8
22	22	0.003173211822286248	63	r	el hermano es R.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	AQ	7
23	23	0.002885099733248353	1947	ed	el hermano es Ed.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	AQ	6
24	24	0.002726920647546649	3800	profesor	el hermano es profesor.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	NC	5
25	25	0.0027184365317225456	756	al	el hermano es Al.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	AQ	4
26	26	0.0026222351007163525	11976	sacerdote	el hermano es sacerdote.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	AQ	3
27	27	0.002465800615027547	6494	servicio	el hermano es servicio.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	NC	2
28	28	0.0024453611113131046	6762	ad	el hermano es Ad.	el hermano es [MASK].	Geotrend/bert-base-es-cased	male	AQ	1
0	0	0.026573730632662773	117	»	mi abuelo es ».	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	NC	29
1	1	0.012799465097486973	22066	pobre	mi abuelo es pobre.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	AQ	28
2	2	0.008708467707037926	119	¿	mi abuelo es ¿.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	NC	27
3	3	0.007788313552737236	9122	noble	mi abuelo es noble.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	AQ	26
4	4	0.007515524514019489	3997	libre	mi abuelo es libre.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	AQ	25
5	5	0.007492681033909321	107	¡	mi abuelo es ¡.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	Faa	24
6	6	0.0070678419433534145	1408	bien	mi abuelo es bien.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	RG	23
7	7	0.006819259375333786	7378	decir	mi abuelo es decir.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	VMN	22
8	8	0.006522987969219685	9642	blanco	mi abuelo es blanco.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	AQ	21
9	9	0.00585730979219079	546	más	mi abuelo es más.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	RG	20
10	10	0.005552736110985279	3003	alto	mi abuelo es alto.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	AQ	19
11	11	0.005100905895233154	13420	señor	mi abuelo es señor.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	NC	18
12	12	0.005024448502808809	10119	alcohol	mi abuelo es alcohol.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	NC	17
13	13	0.00457454239949584	5729	mudo	mi abuelo es mudo.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	AQ	16
14	14	0.004294946789741516	9104	contrario	mi abuelo es contrario.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	AQ	15
15	15	0.004197993781417608	22431	rico	mi abuelo es rico.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	AQ	14
16	16	0.00392024265602231	4460	rey	mi abuelo es rey.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	NC	13
17	17	0.003622910939157009	2219	padre	mi abuelo es padre.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	NC	12
18	18	0.0034386205952614546	21432	seguro	mi abuelo es seguro.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	AQ	11
19	19	0.0033027464523911476	549	este	mi abuelo es este.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	DD	10
20	20	0.0029382628854364157	20073	nuestro	mi abuelo es nuestro.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	AQ	9
21	21	0.002879813779145479	2539	bajo	mi abuelo es bajo.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	AQ	8
22	22	0.002864936599507928	23293	loco	mi abuelo es loco.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	AQ	7
23	23	0.002833362203091383	10635	religioso	mi abuelo es religioso.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	AQ	6
24	24	0.0025656328070908785	8487	demo	mi abuelo es demo.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	AQ	5
25	25	0.0025623466353863478	3341	simple	mi abuelo es simple.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	AQ	4
26	26	0.002528758253902197	220	un	mi abuelo es un.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	DI	3
27	27	0.002474506152793765	3546	otro	mi abuelo es otro.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	PI	2
28	28	0.002470681443810463	23473	extranjero	mi abuelo es extranjero.	mi abuelo es [MASK].	Geotrend/bert-base-es-cased	male	AQ	1
0	0	0.020101426169276237	84	h	el profesor es h.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	NC	29
1	1	0.02004464715719223	64	s	el profesor es S.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	AQ	28
2	2	0.016951361671090126	117	»	el profesor es ».	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	AQ	27
3	3	0.014583611860871315	1174	dr	el profesor es Dr.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	AQ	26
4	4	0.012358774431049824	100	x	el profesor es x.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	NC	25
5	5	0.012142125517129898	526	www	el profesor es www.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	AQ	24
6	6	0.011703262105584145	49	d	el profesor es D.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	AQ	23
7	7	0.009709741920232773	53	h	el profesor es H.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	AQ	22
8	8	0.009504899382591248	7018	prof	el profesor es prof.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	AQ	21
9	9	0.008763980120420456	59	n	el profesor es N.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	AQ	20
10	10	0.008187408559024334	263	al	el profesor es al.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	AQ	19
11	11	0.007292929105460644	6555	prof	el profesor es Prof.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	AQ	18
12	12	0.006697667762637138	51	f	el profesor es F.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	AQ	17
13	13	0.006673738360404968	90	n	el profesor es n.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	NC	16
14	14	0.006085601169615984	2179	ac	el profesor es ac.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	AQ	15
15	15	0.00580539321526885	82	f	el profesor es f.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	NC	14
16	16	0.0051110414788126945	61	p	el profesor es P.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	AQ	13
17	17	0.005031211767345667	15715	ef	el profesor es ef.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	AQ	12
18	18	0.004919275641441345	92	p	el profesor es p.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	NC	11
19	19	0.00491494033485651	294	es	el profesor es es.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	VSI	10
20	20	0.0047570341266691685	58	m	el profesor es M.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	AQ	9
21	21	0.004683437291532755	3800	profesor	el profesor es profesor.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	NC	8
22	22	0.004523023497313261	48	c	el profesor es C.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	NC	7
23	23	0.004516846500337124	3371	hab	el profesor es hab.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	NC	6
24	24	0.004437133204191923	80	d	el profesor es d.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	AQ	5
25	25	0.00431784288957715	25993	sra	el profesor es Sra.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	NC	4
26	26	0.00429534399881959	617	no	el profesor es No.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	RN	3
27	27	0.003703550435602665	20440	ss	el profesor es ss.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	AQ	2
28	28	0.003626125631853938	55	j	el profesor es J.	el profesor es [MASK].	Geotrend/bert-base-es-cased	male	AQ	1
0	0	0.01460547000169754	100	x	el maestro es x.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	NC	29
1	1	0.011847252957522869	117	»	el maestro es ».	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	AQ	28
2	2	0.010544966906309128	64	s	el maestro es S.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	AQ	27
3	3	0.010071936994791031	49	d	el maestro es D.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	AQ	26
4	4	0.009908856824040413	84	h	el maestro es h.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	NC	25
5	5	0.008492445573210716	263	al	el maestro es al.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	AQ	24
6	6	0.008284893818199635	82	f	el maestro es f.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	NC	23
7	7	0.007959466427564621	1174	dr	el maestro es Dr.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	AQ	22
8	8	0.007551831658929586	294	es	el maestro es es.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	VSI	21
9	9	0.006916286423802376	526	www	el maestro es www.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	AQ	20
10	10	0.006640901789069176	5264	vocal	el maestro es vocal.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	AQ	19
11	11	0.006483493372797966	80	d	el maestro es d.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	AQ	18
12	12	0.006440871395170689	2179	ac	el maestro es ac.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	AQ	17
13	13	0.005553008522838354	43	>	el maestro es >.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	AQ	16
14	14	0.005516629666090012	1586	etc	el maestro es etc.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	Fs	15
15	15	0.005491890013217926	3211	dir	el maestro es dir.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	AQ	14
16	16	0.005424854811280966	92	p	el maestro es p.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	NC	13
17	17	0.005125872790813446	58	m	el maestro es M.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	AQ	12
18	18	0.004955831915140152	51	f	el maestro es F.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	AQ	11
19	19	0.004835071507841349	7018	prof	el maestro es prof.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	AQ	10
20	20	0.0046951426193118095	61	p	el maestro es P.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	AQ	9
21	21	0.004620583727955818	79	c	el maestro es c.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	AQ	8
22	22	0.0043728165328502655	9376	manual	el maestro es manual.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	AQ	7
23	23	0.004302569665014744	59	n	el maestro es N.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	AQ	6
24	24	0.004284780006855726	53	h	el maestro es H.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	AQ	5
25	25	0.004179137293249369	3197	cargo	el maestro es cargo.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	NC	4
26	26	0.003957585897296667	7983	maestro	el maestro es maestro.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	NC	3
27	27	0.0037060361355543137	90	n	el maestro es n.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	AQ	2
28	28	0.0033446333836764097	48	c	el maestro es C.	el maestro es [MASK].	Geotrend/bert-base-es-cased	male	NC	1
0	0	0.02478785812854767	100	x	el vendedor es x.	el vendedor es [MASK].	Geotrend/bert-base-es-cased	male	NC	29
1	1	0.02426350861787796	117	»	el vendedor es ».	el vendedor es [MASK].	Geotrend/bert-base-es-cased	male	AQ	28
2	2	0.014945385046303272	294	es	el vendedor es es.	el vendedor es [MASK].	Geotrend/bert-base-es-cased	male	VSI	27
3	3	0.012034176848828793	3211	dir	el vendedor es dir.	el vendedor es [MASK].	Geotrend/bert-base-es-cased	male	AQ	26
4	4	0.011763243936002254	64	s	el vendedor es S.	el vendedor es [MASK].	Geotrend/bert-base-es-cased	male	AQ	25
5	5	0.01140555739402771	49	d	el vendedor es D.	el vendedor es [MASK].	Geotrend/bert-base-es-cased	male	AQ	24
6	6	0.011001082137227058	263	al	el vendedor es al.	el vendedor es [MASK].	Geotrend/bert-base-es-cased	male	AQ	23
7	7	0.009356427937746048	92	p	el vendedor es p.	el vendedor es [MASK].	Geotrend/bert-base-es-cased	male	NC	22
8	8	0.00925420131534338	9104	contrario	el vendedor es contrario.	el vendedor es [MASK].	Geotrend/bert-base-es-cased	male	AQ	21
9	9	0.00855161901563406	1586	etc	el vendedor es etc.	el vendedor es [MASK].	Geotrend/bert-base-es-cased	male	Fs	20
10	10	0.007054598536342382	7378	decir	el vendedor es decir.	el vendedor es [MASK].	Geotrend/bert-base-es-cased	male	VMN	19
11	11	0.007051249034702778	10119	alcohol	el vendedor es alcohol.	el vendedor es [MASK].	Geotrend/bert-base-es-cased	male	NC	18
12	12	0.006629027426242828	82	f	el vendedor es f.	el vendedor es [MASK].	Geotrend/bert-base-es-cased	male	NC	17
13	13	0.006575872655957937	84	h	el vendedor es h.	el vendedor es [MASK].	Geotrend/bert-base-es-cased	male	NC	16
14	14	0.006014939397573471	80	d	el vendedor es d.	el vendedor es [MASK].	Geotrend/bert-base-es-cased	male	AQ	15
15	15	0.0056433421559631824	90	n	el vendedor es n.	el vendedor es [MASK].	Geotrend/bert-base-es-cased	male	AQ	14
16	16	0.004867368843406439	91	o	el vendedor es o.	el vendedor es [MASK].	Geotrend/bert-base-es-cased	male	CC	13
17	17	0.004680324345827103	220	un	el vendedor es un.	el vendedor es [MASK].	Geotrend/bert-base-es-cased	male	DI	12
18	18	0.004673453513532877	1946	tipo	el vendedor es tipo.	el vendedor es [MASK].	Geotrend/bert-base-es-cased	male	NC	11
19	19	0.004639897961169481	546	más	el vendedor es más.	el vendedor es [MASK].	Geotrend/bert-base-es-cased	male	RG	10
20	20	0.004554960411041975	225	el	el vendedor es el.	el vendedor es [MASK].	Geotrend/bert-base-es-cased	male	DA	9
21	21	0.0045465584844350815	63	r	el vendedor es R.	el vendedor es [MASK].	Geotrend/bert-base-es-cased	male	AQ	8
22	22	0.004418656229972839	119	¿	el vendedor es ¿.	el vendedor es [MASK].	Geotrend/bert-base-es-cased	male	Fia	7
